Ministries/Departments,Head Of Expenditure,Detailed Head Of Expenditure,Actual 2021-2022 Total,Budget 2022-2023 Total,Revised 2022-2023 Total,Budget 2023-2024 Total,Anomaly,Anomaly_Flag
Department of Pharmaceuticals,Production Linked Incentive Schemes,Production Linked Incentive(PLI) Scheme for Promotion of Domestic Manufacturing of Critical Key Starting Materials(KSMs)/Drug Intermediates(DIs) and Active Pharmaceutical Ingredients(APIs) in India,0.0,390.0,14.61,100.0,1,Normal
Department of Pharmaceuticals,Production Linked Incentive Schemes,Promotion of Medical Device Parks,0.0,120.0,32.93,0.0,1,Normal
Department of Pharmaceuticals,Production Linked Incentive Schemes,Production Linked Incentive (PLI) Scheme for Domestic Manufacturing of Medical Devices,0.0,216.0,21.56,100.0,1,Normal
Department of Pharmaceuticals,Production Linked Incentive Schemes,Production Linked Incentive Scheme for Pharmaceuticals,0.0,3.0,694.2,1000.0,1,Normal
Department of Pharmaceuticals,National Institute of Pharmaceutical Education and Reaserch(NIPERs),Total National Institute of Pharmaceutical Education and Reaserch(NIPERs),22.0,45.0,45.0,0.0,1,Normal
Department of Pharmaceuticals,Assistance to PSUs,Total Assistance to PSUs,145.09,5.3,7.1,0.06,1,Normal
Department of Pharmaceuticals,Write Off/Waiver of losses in respect of Pharmaceuticals PSUs,Total Write Off/Waiver of losses in respect of Pharmaceuticals PSUs,0.0,0.0,0.0,0.06,1,Normal
Department of Pharmaceuticals,Write Off/Waiver of losses in respect of Pharmaceuticals PSUs,India Drugs and Pharmaceuticals Limited(IDPL),889.5,0.0,0.0,0.0,1,Normal
Department of Pharmaceuticals,Write Off/Waiver of losses in respect of Pharmaceuticals PSUs,Bengal Chemicals & Pharmaceuticals Limited(BCPL),193.71,0.0,0.0,0.0,1,Normal
Department of Pharmaceuticals,Industries,Total Industries,614.21,2178.09,2196.98,3077.0,1,Normal
Department of Pharmaceuticals,Secretariat-Economic Services,Total Secretariat-Economic Services,15.53,18.56,18.56,20.37,1,Normal
Department of Pharmaceuticals,Capital Outlay on Other General Economic Services,Total Capital Outlay on Other General Economic Services,0.0,0.0,0.0,1.13,1,Normal
Department of Pharmaceuticals,Loans for  Chemical and Pharmaceutical Industries,Total Loans for  Chemical and Pharmaceutical Industries,145.09,5.3,5.3,0.06,1,Normal
Department of Pharmaceuticals,North Eastern Areas,Total North Eastern Areas,0.0,42.2,47.7,61.5,1,Normal
Department of Pharmaceuticals,Karnataka Antibiotics and Pharmaceuticals Ltd,Total Karnataka Antibiotics and Pharmaceuticals Ltd,24.65,33.0,28.0,32.0,1,Normal
Department of Pharmaceuticals,Indian Drugs and Pharmaceuticals Ltd,Total Indian Drugs and Pharmaceuticals Ltd,2.0,4.0,4.0,0.01,1,Normal
Department of Pharmaceuticals,Hindustan Antibiotics Ltd,Total Hindustan Antibiotics Ltd,122.09,1.26,112.76,111.51,1,Normal
Department of Pharmaceuticals,Bengal Chemicals and Pharmaceuticals Ltd,Total Bengal Chemicals and Pharmaceuticals Ltd,0.0,0.01,0.01,0.01,1,Normal
Department of Pharmaceuticals,Bengal Immunity Ltd,Total Bengal Immunity Ltd,0.0,0.01,0.01,0.01,1,Normal
Department of Pharmaceuticals,Rajasthan Drugs  and Pharmaceuticals Ltd,Total Rajasthan Drugs  and Pharmaceuticals Ltd,21.0,0.01,0.01,0.01,1,Normal
Department of Pharmaceuticals,Smith Stanistreet Pharmaceuticals Ltd,Total Smith Stanistreet Pharmaceuticals Ltd,0.0,0.01,0.01,0.01,1,Normal
Department of Posts,Expenditure relating to establishment,Total Expenditure relating to establishment,18569.33,19564.52,21887.53,0.01,1,Normal
Department of Posts,Expenditure relating to establishment,Pay and Allowances,17828.89,20350.0,21070.07,23419.12,1,Normal
Department of Posts,Expenditure relating to establishment,Pensions,10592.88,12100.0,12047.24,13251.96,1,Normal
Department of Posts,Expenditure relating to establishment,Other expenditures,1008.36,1840.39,1000.63,1053.99,1,Normal
Department of Posts,Expenditure relating to establishment,Less Postal Receipts,-10860.8,-14725.87,-12230.41,-13439.38,1,Normal
Department of Posts,Postal Operation,Total Postal Operation,897.85,965.5,1269.73,1144.31,1,Normal
Department of Posts,Financial Services,Total Financial Services,3.32,0.0,0.0,0.0,1,Normal
Department of Posts,India Post Payments Bank,Total India Post Payments Bank,200.0,200.0,400.0,250.0,1,Normal
Department of Posts,Human Resource Management,Total Human Resource Management,18.95,25.0,29.08,34.0,1,Normal
Department of Posts,Estates Management,Total Estates Management,56.73,65.0,70.1,100.0,1,Normal
Department of Posts,Postal Services,Total Postal Services,18860.63,19896.24,22138.02,24406.46,1,Normal
Department of Posts,Capital Outlay on Postal Services,Total Capital Outlay on Postal Services,685.55,618.23,981.53,1029.71,1,Normal
Department of Posts,Investments in General Financial and Trading Institutions,Total Investments in General Financial and Trading Institutions,200.0,200.0,400.0,250.0,1,Normal
Department of Posts,North Eastern Areas,Total North Eastern Areas,0.0,35.16,24.4,10.59,1,Normal
Department of Posts,Capital Outlay on North Eastern Areas,Total Capital Outlay on North Eastern Areas,0.0,70.39,112.49,117.24,1,Normal
Department of Posts,India Post Payments Bank,Total India Post Payments Bank,200.0,200.0,400.0,250.0,1,Normal
Department of Public Enterprises,Secretariat- Economic Services,Total Secretariat- Economic Services,16.51,21.45,175.11,23.14,1,Normal
Department of Public Enterprises,"Counselling, Retraining and Redeployment (CRR) Scheme","Total Counselling, Retraining and Redeployment (CRR) Scheme",2.26,3.4,2.87,3.4,1,Normal
Department of Public Enterprises,"Research, Development and Consultancy on generic issues related to CPSEs and State Level Public Enterprises","Total Research, Development and Consultancy on generic issues related to CPSEs and State Level Public Enterprises",4.53,5.15,5.15,6.51,1,Normal
Department of Public Enterprises,Industries,Total Industries,6.79,7.7,7.22,8.92,1,Normal
Department of Public Enterprises,Secretariat-Economic Services,Total Secretariat-Economic Services,16.48,21.45,25.11,22.24,1,Normal
Department of Public Enterprises,Capital Outlay on Other Industries,Total Capital Outlay on Other Industries,0.0,0.0,150.0,0.0,1,Normal
Department of Public Enterprises,Capital Outlay on Other General Economic Services,Total Capital Outlay on Other General Economic Services,0.0,0.0,0.0,0.9,1,Normal
Department of Public Enterprises,North Eastern Areas,Total North Eastern Areas,0.0,0.85,0.8,0.99,1,Normal
Department of Revenue,Secretariat,Total Secretariat,445.88,424.61,378.84,407.21,1,Normal
Department of Revenue,Implementation of VAT Scheme,Total Implementation of VAT Scheme,0.0,0.01,0.0,0.01,1,Normal
Department of Revenue,Enforcement Directorate,Total Enforcement Directorate,306.39,357.57,398.97,404.57,1,Normal
Department of Revenue,Narcotics Control,Total Narcotics Control,35.28,41.46,51.5,49.92,1,Normal
Department of Revenue,Special Investigation Team (SIT),Total Special Investigation Team (SIT),2.22,2.99,2.66,2.91,1,Normal
Department of Revenue,National Institute of Public Finance and Policy,Total National Institute of Public Finance and Policy,8.88,9.42,9.5,10.5,1,Normal
Department of Revenue,Capital Outlay for Other Fiscal Services,Total Capital Outlay for Other Fiscal Services,0.0,0.01,0.01,42.71,1,Normal
Department of Revenue,International Cooperation,Total International Cooperation,7.66,11.57,12.71,13.7,1,Normal
Department of Revenue,Other Expenditure,Total Other Expenditure,45.29,55.85,58.0,58.07,1,Normal
Department of Revenue,Opium and Alkaloid Factories,Total Opium and Alkaloid Factories,15.83,91.43,48.21,58.07,1,Normal
Department of Revenue,Opium and Alkaloid Factories,Working expenditure in Opium and Alkaloid Factories,217.58,318.15,321.93,331.36,1,Normal
Department of Revenue,Opium and Alkaloid Factories,Less Revenue Receipt,-204.0,-228.0,-275.0,-275.0,1,Normal
Department of Revenue,Opium and Alkaloid Factories,Capital Expenditure in Opium and Alkaloid Factories,2.25,1.28,1.28,5.57,1,Normal
Department of Revenue,National Committee for promotion of Economic and Social Welfare,Total National Committee for promotion of Economic and Social Welfare,0.0,0.01,0.0,0.0,1,Normal
Department of Revenue,Capital Outlay on Public Works,Total Capital Outlay on Public Works,1.41,0.01,30.01,0.09,1,Normal
Department of Revenue,Capital Outlay on Housing,Total Capital Outlay on Housing,0.0,3.0,3.0,0.03,1,Normal
Department of Revenue,User Charges to GSTN(Goods and Services Tax Network),Total User Charges to GSTN(Goods and Services Tax Network),198.62,233.32,233.32,296.0,1,Normal
Department of Revenue,Compensation to States/UTs for revenue Losses due to implementation of VAT and VAT related Expenditure,Total Compensation to States/UTs for revenue Losses due to implementation of VAT and VAT related Expenditure,0.0,0.02,0.0,0.02,1,Normal
Department of Revenue,Compensation to States/UTs for revenue losses due to phasing out of CST,Total Compensation to States/UTs for revenue losses due to phasing out of CST,0.0,0.01,0.0,0.01,1,Normal
Department of Revenue,Compensation to States/UTs for revenue losses on roll out of GST,Total Compensation to States/UTs for revenue losses on roll out of GST,110795.47,120000.0,130000.0,0.01,-1,Fraud
Department of Revenue,Compensation to States/UTs for revenue losses on roll out of GST,Transfer to GST Compensation Fund,110795.47,120000.0,130000.0,145000.0,-1,Fraud
Department of Revenue,Compensation to States/UTs for revenue losses on roll out of GST,Release to States/UTs for revenue loss,97500.0,106000.0,115662.0,43055.0,-1,Fraud
Department of Revenue,Compensation to States/UTs for revenue losses on roll out of GST,Amount met from GST Compensation Fund,-97500.0,-106000.0,-115662.0,-43055.0,-1,Fraud
Department of Revenue,Collection of Taxes on Income and Expenditure,Total Collection of Taxes on Income and Expenditure,0.0,0.01,0.0,0.0,1,Normal
Department of Revenue,Other Fiscal Services,Total Other Fiscal Services,563.07,659.93,704.82,773.92,1,Normal
Department of Revenue,Secretariat-General Services,Total Secretariat-General Services,445.88,424.62,378.84,335.78,1,Normal
Department of Revenue,Other Administrative Services,Total Other Administrative Services,41.2,52.25,61.84,61.75,1,Normal
Department of Revenue,Capital Outlay on Other Fiscal Services,Total Capital Outlay on Other Fiscal Services,0.0,0.01,0.01,42.71,1,Normal
Department of Revenue,Capital Outlay on Public Works,Total Capital Outlay on Public Works,1.41,0.01,30.01,0.09,1,Normal
Department of Revenue,Capital Outlay on Other Administrative Services,Total Capital Outlay on Other Administrative Services,0.0,0.0,0.0,71.44,1,Normal
Department of Revenue,Capital Outlay on Housing,Total Capital Outlay on Housing,0.0,3.0,3.0,0.03,1,Normal
Department of Revenue,Other Industries,Total Other Industries,13.58,90.15,46.93,56.36,1,Normal
Department of Revenue,Capital Outlay on Other Industries,Total Capital Outlay on Other Industries,2.25,1.28,1.28,5.57,1,Normal
Department of Revenue,Grants-in-aid to State Governments,Total Grants-in-aid to State Governments,103394.47,111600.02,118683.0,130500.02,-1,Fraud
Department of Revenue,Grants-in-aid to Union Territory Governments,Total Grants-in-aid to Union Territory Governments,7401.0,8400.01,11317.0,14500.01,1,Normal
Department of Revenue,Investment in GSTN  SPV,Total Investment in GSTN  SPV,0.0,0.01,0.0,0.0,1,Normal
Department of Rural Development,Secretariat,Total Secretariat,72.13,57.9,81.66,64.02,1,Normal
Department of Rural Development,Management Support to Rural Development Programs and Strengthening of District Planning Process,Total Management Support to Rural Development Programs and Strengthening of District Planning Process,99.35,212.19,126.22,113.49,1,Normal
Department of Rural Development,Socio-Economic and Caste Census Survey,Total Socio-Economic and Caste Census Survey,0.0,0.01,0.0,0.0,1,Normal
Department of Rural Development,Grants to National Institute of Rural Development,Total Grants to National Institute of Rural Development,105.48,0.0,0.0,0.0,1,Normal
Department of Rural Development,"National Institute of Rural Development and Panchayati Raj, Hyderabad","Total National Institute of Rural Development and Panchayati Raj, Hyderabad",0.0,135.46,114.59,115.0,1,Normal
Department of Rural Development,Indira Gandhi National Old Age Pension Scheme (IGNOAPS),Total Indira Gandhi National Old Age Pension Scheme (IGNOAPS),5806.39,6564.31,6602.09,0.0,1,Normal
Department of Rural Development,National Family Benefit Scheme,Total National Family Benefit Scheme,339.25,675.01,674.69,0.0,1,Normal
Department of Rural Development,Indira Gandhi National Widow Pension Scheme(IGNWPS),Total Indira Gandhi National Widow Pension Scheme(IGNWPS),1769.2,2027.0,2027.0,0.0,1,Normal
Department of Rural Development,Indira Gandhi National Disability Pension Scheme(IGNDPS),Total Indira Gandhi National Disability Pension Scheme(IGNDPS),237.39,290.0,290.0,0.0,1,Normal
Department of Rural Development,Annapurna Scheme,Total Annapurna Scheme,0.0,95.99,0.0,0.0,1,Normal
Department of Rural Development,Administrative Expenditure,Total Administrative Expenditure,0.0,0.0,58.22,0.0,1,Normal
Department of Rural Development,National Social Assistance Progamme,Total National Social Assistance Progamme,0.0,0.0,0.0,0.0,1,Normal
Department of Rural Development,National Social Assistance Progamme,Indira Gandhi National Old Age Pension Scheme (IGNOAPS),0.0,0.0,0.0,6634.32,1,Normal
Department of Rural Development,National Social Assistance Progamme,National Family Benefit Scheme,0.0,0.0,0.0,659.0,1,Normal
Department of Rural Development,National Social Assistance Progamme,Indira Gandhi National Widow Pension Scheme(IGNWPS),0.0,0.0,0.0,2026.99,1,Normal
